product_key,product,workflow_id,workflow,class,state,trigger,rollout_stage,rollout_stage_title,rollout_lane,release_note,source_file,source_line
ledgarr,LedgArr,LE-WF-011,Landed cost allocation,CURRENT · COMMON,Durable,A freight/vendor/customs bill or shipment completion provides landed-cost facts.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,33
ledgarr,LedgArr,LE-WF-012,"Fixed asset capitalize, depreciate, transfer, impair, and dispose",CURRENT · COMMON,Durable,Approved capital purchase/project completion or finance event creates/changes a fixed asset.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,34
ledgarr,LedgArr,LE-WF-013,"Project/job budget, cost collection, and profitability",CURRENT · COMMON,Durable,Authorized user creates a project/job or operational packets reference one.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,35
ledgarr,LedgArr,LE-WF-014,"Period close, reconciliation, consolidation, and reopen",CURRENT · COMMON,Durable,Close calendar opens or controller starts a close.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,36
ledgarr,LedgArr,LE-WF-015,"Intercompany transaction, matching, settlement, and elimination",CURRENT · DEMOCRATIZE,Durable,A source packet or finance user identifies an intercompany transaction.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,37
ledgarr,LedgArr,LE-WF-016,Payroll financial packet and journal reconciliation,CURRENT · COMMON,Durable,External payroll or StaffArr-approved export produces a payroll result packet.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,38
ledgarr,LedgArr,LE-WF-017,"Budget creation, revision, commitment control, and forecast",CURRENT · DEMOCRATIZE,Partial,Finance starts a budget cycle or owner requests a revision.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ledgarr/WORKFLOWS.md,39
ledgarr,LedgArr,LE-WF-018,"Tax calculation, exemption, reporting, and filing package",CURRENT · COMMON,Partial,Invoice/bill/order/asset transaction requires tax or period reporting begins.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ledgarr/WORKFLOWS.md,40
ledgarr,LedgArr,LE-WF-019,"External ERP/GL bridge, coexistence, and migration",CURRENT · COMMON,Durable,A scheduled/manual sync or migration run starts.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,41
ledgarr,LedgArr,LE-WF-020,Financial audit package and source-to-ledger trace,CURRENT · COMMON,Durable,"Auditor/controller selects entity, account, period, transaction, control, or source scope.",R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,42
loadarr,LoadArr,LO-WF-001,Initialize warehouse profile and map StaffArr locations,CURRENT · COMMON,Partial,A tenant enables a warehouse/site or adds operational areas.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,25
loadarr,LoadArr,LO-WF-002,PO/ASN to expected receipt,COMMON,Partial,"SupplyArr issues/changes a PO or ASN/shipment intent arrives, with auth-backed expected-receipt queue coverage in place.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,26
loadarr,LoadArr,LO-WF-003,Dock check-in and receiving,COMMON · UNDERSERVED,Partial,Inbound shipment arrives or receiver starts an ad hoc receipt.,R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,27
loadarr,LoadArr,LO-WF-004,Receipt discrepancy and quality hold,COMMON · UNDERSERVED,Partial,"Receiving finds damage, mismatch, unknown item, missing evidence, or policy exception.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,28
loadarr,LoadArr,LO-WF-005,Directed putaway,COMMON,Partial,"Accepted inventory is ready for putaway, with auth-backed putaway queue coverage in place.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,29
loadarr,LoadArr,LO-WF-006,Demand reservation and allocation,COMMON,Partial,"OrdArr, MaintainArr, TrainArr, RoutArr, or StaffArr submits material demand, with auth-backed reservation queue coverage in place.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,30
loadarr,LoadArr,LO-WF-007,"Wave/waveless pick, pack, stage, and ship",COMMON · DEMOCRATIZE,Partial,"Allocated demand is released for fulfillment, with auth-backed pick and shipping queue coverage in place.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,31
loadarr,LoadArr,LO-WF-008,Replenishment and forward-pick maintenance,COMMON,Partial,"Min/max, forecast, released work, or picker shortage triggers replenishment, with auth-backed truck stock issue and kit replenishment coverage in place.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,32
loadarr,LoadArr,LO-WF-009,Internal or inter-warehouse transfer,COMMON,Partial,"A planner requests balancing, project staging, quarantine move, or inter-site transfer, with auth-backed create/complete coverage for seeded stock.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,33
loadarr,LoadArr,LO-WF-010,"Cycle count, discrepancy investigation, and adjustment",COMMON · UNDERSERVED,Partial,"A schedule, risk event, zero/negative anomaly, user report, or audit triggers a count, with auth-backed count completion coverage for seeded stock.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,34
loadarr,LoadArr,LO-WF-011,Unexplained inventory investigation,CURRENT · UNDERSERVED,Partial,A worker finds unknown stock or expected stock cannot be located.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,35
loadarr,LoadArr,LO-WF-012,Customer/vendor return and disposition,COMMON,Partial,"An approved return/RMA arrives or warehouse initiates vendor return, with auth-backed truck-stock and kit return coverage in place.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,36
loadarr,LoadArr,LO-WF-013,Lot/serial recall and targeted inventory control,COMMON · DEMOCRATIZE,Target,"AssurArr, SupplyArr, MaintainArr, or external source identifies affected lot/serial/item criteria.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/loadarr/WORKFLOWS.md,37
loadarr,LoadArr,LO-WF-014,Offline mobile warehouse task and sync,UNDERSERVED,Target,A worker downloads/starts an offline-eligible task and connectivity degrades.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/loadarr/WORKFLOWS.md,38
loadarr,LoadArr,LO-WF-015,Warehouse cutover from spreadsheet/legacy system,UNDERSERVED,Target,Tenant prepares a new warehouse or migration cutover.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/loadarr/WORKFLOWS.md,39
maintainarr,MaintainArr,MA-WF-001,"Asset create, enrich, commission, and activate",CURRENT · COMMON,Durable,An authorized user creates/imports an asset or scans an unknown asset.,R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/maintainarr/WORKFLOWS.md,25
maintainarr,MaintainArr,MA-WF-002,Work request intake and triage,COMMON · UNDERSERVED,Partial,"A worker, customer-facing user, integration, or Field Companion submits a maintenance concern.",R3,MaintainArr flagship operational slice,Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/maintainarr/WORKFLOWS.md,26
maintainarr,MaintainArr,MA-WF-003,Inspection execution to defect,CURRENT · COMMON,Durable,A scheduled/ad hoc inspection is started for an asset.,R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/maintainarr/WORKFLOWS.md,27
maintainarr,MaintainArr,MA-WF-004,Defect to work order to parts to return-to-service,CURRENT · UNDERSERVED,Durable,"A defect is created from inspection, operator report, route exception, PM, quality finding, or manual entry.",R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/maintainarr/WORKFLOWS.md,28
maintainarr,MaintainArr,MA-WF-005,"Preventive maintenance forecast, generate, execute, and defer",CURRENT · COMMON,Durable,"A PM due scan, meter reading, calendar threshold, or manual forecast occurs.",R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/maintainarr/WORKFLOWS.md,29
maintainarr,MaintainArr,MA-WF-006,Meter reading and condition threshold response,CURRENT · COMMON,Durable,"A manual, telematics, sensor, or import reading arrives.",R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/maintainarr/WORKFLOWS.md,30
maintainarr,MaintainArr,MA-WF-007,Emergency breakdown and rapid dispatch,COMMON · UNDERSERVED,Partial,An operator reports a disabled or unsafe asset.,R3,MaintainArr flagship operational slice,Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/maintainarr/WORKFLOWS.md,31
maintainarr,MaintainArr,MA-WF-008,"Parts request, reservation, issue, return, and shortage procurement",CURRENT · COMMON,Partial,A planner/technician adds a required part or kit to a work order.,R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/maintainarr/WORKFLOWS.md,32
maintainarr,MaintainArr,MA-WF-009,Vendor/contractor maintenance work,CURRENT · COMMON,Partial,A work order is assigned or subcontracted to an external vendor.,R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/maintainarr/WORKFLOWS.md,33
maintainarr,MaintainArr,MA-WF-010,Asset recall campaign,CURRENT · DEMOCRATIZE,Durable,A manufacturer/regulator/provider campaign is ingested or created.,R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/maintainarr/WORKFLOWS.md,34
maintainarr,MaintainArr,MA-WF-011,"Downtime start, reason change, and availability restoration",CURRENT · COMMON,Durable,An asset becomes unavailable/degraded or returns to service.,R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/maintainarr/WORKFLOWS.md,35
maintainarr,MaintainArr,MA-WF-012,Quality hold on asset or installed part,CURRENT · UNDERSERVED,Partial,"AssurArr creates or expands a hold affecting an asset, component, part lot, or work result.",R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/maintainarr/WORKFLOWS.md,36
maintainarr,MaintainArr,MA-WF-013,Asset reservation and motor-pool readiness,COMMON · UNDERSERVED,Target,A worker requests an asset for a time window and purpose.,R3,MaintainArr flagship operational slice,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/maintainarr/WORKFLOWS.md,37
maintainarr,MaintainArr,MA-WF-014,Maintenance audit package and asset history,CURRENT · COMMON,Durable,"An auditor, customer, supervisor, or incident reviewer requests a package.",R3,MaintainArr flagship operational slice,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/maintainarr/WORKFLOWS.md,38
nexarr,NexArr,NX-WF-001,User invitation and account activation,CURRENT · COMMON,Durable,An authorized administrator invites a user or StaffArr requests login provisioning.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/nexarr/WORKFLOWS.md,23
nexarr,NexArr,NX-WF-002,Interactive sign-in and tenant launch,CURRENT · COMMON,Durable,A user opens the login page or follows an authorized deep link.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/nexarr/WORKFLOWS.md,24
nexarr,NexArr,NX-WF-003,Password reset and account recovery,CURRENT · COMMON,Durable,A user requests recovery or an administrator starts a verified reset.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/nexarr/WORKFLOWS.md,25
nexarr,NexArr,NX-WF-004,External IdP connection and staged cutover,COMMON · DEMOCRATIZE,Target,A tenant administrator starts SAML or OIDC configuration.,R1,Foundation spine,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/nexarr/WORKFLOWS.md,26
nexarr,NexArr,NX-WF-005,"Joiner, mover, and leaver automation",COMMON · DEMOCRATIZE,Partial,"StaffArr emits a hire, assignment, transfer, leave, or separation event.",R1,Foundation spine,Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/nexarr/WORKFLOWS.md,27
nexarr,NexArr,NX-WF-006,Session investigation and revocation,CURRENT · COMMON,Durable,A user reports suspicious activity or an administrator opens a session record.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/nexarr/WORKFLOWS.md,28
nexarr,NexArr,NX-WF-007,Service client registration and token rotation,CURRENT · COMMON,Durable,An authorized platform or integration administrator registers a service client or rotates a credential.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/nexarr/WORKFLOWS.md,29
nexarr,NexArr,NX-WF-008,Product launch and secure handoff,CURRENT,Durable,A user chooses a product or follows a cross-product link.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/nexarr/WORKFLOWS.md,30
nexarr,NexArr,NX-WF-009,"Tenant creation, suspension, export, and closure",CURRENT · COMMON,Partial,A platform administrator creates a tenant or an authorized closure/suspension request is approved.,R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/nexarr/WORKFLOWS.md,31
nexarr,NexArr,NX-WF-010,Access review and certification campaign,UNDERSERVED · DEMOCRATIZE,Target,A scheduled campaign starts or a high-risk event triggers an ad hoc review.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/nexarr/WORKFLOWS.md,32
nexarr,NexArr,NX-WF-011,Temporary privileged access and break-glass use,UNDERSERVED · DEMOCRATIZE,Target,A user requests elevated access or invokes a pre-approved break-glass path.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/nexarr/WORKFLOWS.md,33
nexarr,NexArr,NX-WF-012,Integration credential and mapping administration,CURRENT · COMMON,Durable,A tenant administrator creates or changes an integration connection.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/nexarr/WORKFLOWS.md,34
nexarr,NexArr,NX-WF-013,"Smart Import classification, review, and commit",CURRENT · UNDERSERVED,Durable,An authorized user uploads one or more files to Smart Import.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/nexarr/WORKFLOWS.md,35
nexarr,NexArr,NX-WF-014,Identity incident response and compromised credential containment,UNDERSERVED · DEMOCRATIZE,Target,"A security signal, user report, or administrator flags an identity as compromised.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/nexarr/WORKFLOWS.md,36
ordarr,OrdArr,OR-WF-001,"Create, validate, and submit order",CURRENT · COMMON,Partial,"User, portal, API, EDI, import, agreement, or integration submits an order.",R7B,Order/request orchestration baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/WORKFLOWS.md,26
ordarr,OrdArr,OR-WF-002,Order triage and execution decomposition,CURRENT · COMMON,Partial,An order reaches accepted/triage status.,R7B,Order/request orchestration baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/WORKFLOWS.md,27
ordarr,OrdArr,OR-WF-003,Order promise and customer confirmation,COMMON · UNDERSERVED,Target,A new/changed order needs commitment to a customer or requester.,R7B,Order/request orchestration baseline,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/ordarr/WORKFLOWS.md,28
ordarr,OrdArr,OR-WF-004,Warehouse fulfillment handoff,CURRENT · COMMON,Partial,Order decomposition includes warehouse-managed goods routed to LoadArr-managed fulfillment.,R7B,Order/request orchestration baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/WORKFLOWS.md,29
ordarr,OrdArr,OR-WF-005,Transportation handoff and delivery,CURRENT · COMMON,Scaffold,"Order requires pickup, transfer, delivery, or service transport.",R7B,Order/request orchestration baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/WORKFLOWS.md,30
ordarr,OrdArr,OR-WF-006,Service or maintenance execution handoff,CURRENT · UNDERSERVED,Scaffold,"Order includes installation, inspection, repair, maintenance, or asset service.",R7B,Order/request orchestration baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/WORKFLOWS.md,31
ordarr,OrdArr,OR-WF-007,Procurement or dropship handoff,CURRENT · COMMON,Scaffold,Order cannot be fulfilled from available inventory or is configured for dropship.,R7B,Order/request orchestration baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/WORKFLOWS.md,32
ordarr,OrdArr,OR-WF-008,"Order hold, review, release, and override",CURRENT · COMMON,Partial,"Validation, user, product event, risk, quality, compliance, customer, or finance context creates a hold.",R7B,Order/request orchestration baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/WORKFLOWS.md,33
ordarr,OrdArr,OR-WF-009,Order change with downstream impact and compensation,COMMON · UNDERSERVED,Target,"Customer/internal user requests quantity, date, location, contact, item/service, requirement, or other change.",R7B,Order/request orchestration baseline,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/ordarr/WORKFLOWS.md,34
ordarr,OrdArr,OR-WF-010,Order cancellation,CURRENT · COMMON,Scaffold,Authorized customer/internal actor requests cancellation or policy triggers it.,R7B,Order/request orchestration baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/WORKFLOWS.md,35
ordarr,OrdArr,OR-WF-011,"Partial fulfillment, substitution, or backorder decision",COMMON · UNDERSERVED,Target,"LoadArr/SupplyArr/MaintainArr reports shortage, delay, or unavailable component/service.",R7B,Order/request orchestration baseline,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/ordarr/WORKFLOWS.md,36
ordarr,OrdArr,OR-WF-012,"Return/RMA, exchange, and reverse fulfillment",CURRENT · COMMON,Scaffold,"Customer/internal user requests a return, exchange, repair, or service correction.",R7B,Order/request orchestration baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/WORKFLOWS.md,37
ordarr,OrdArr,OR-WF-013,"Order completion, evidence, and finance-ready packet",CURRENT · COMMON,Partial,"All required handoffs report complete/canceled or coordinator initiates completion review, then approved orders advance completion and finance-ready packets.",R7B,Order/request orchestration baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/WORKFLOWS.md,38
ordarr,OrdArr,OR-WF-014,Order exception control tower and recovery,UNDERSERVED · DEMOCRATIZE,Target,"Any handoff, promise, hold, customer, quality, supply, transport, service, or finance signal crosses a rule.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/ordarr/WORKFLOWS.md,39
ordarr,OrdArr,OR-WF-015,Durable order event outbox and reconciliation,FOUNDATION,Target,An order transaction commits or reconciliation worker runs.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/ordarr/WORKFLOWS.md,40
recordarr,RecordArr,RE-WF-001,Create record and upload a file version,CURRENT · COMMON,Partial,Authorized user/product begins upload or creates a record placeholder and queues scan processing.,R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,23
recordarr,RecordArr,RE-WF-002,"Mobile scan, auto-crop, OCR, classify, and review",CURRENT · UNDERSERVED,Partial,User opens RecordArr capture or a product issues a capture request.,R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,24
recordarr,RecordArr,RE-WF-003,"Email, portal, integration, and batch intake routing",COMMON · UNDERSERVED,Target,"Authorized mailbox, portal, API, scanner, or batch import receives content.",R3,MaintainArr flagship operational slice,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/recordarr/WORKFLOWS.md,25
recordarr,RecordArr,RE-WF-004,"Controlled document author, review, approve, publish, and supersede",CURRENT · COMMON,Partial,Document owner creates or revises a controlled document and can route review.,R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,26
recordarr,RecordArr,RE-WF-005,Controlled distribution and acknowledgement,CURRENT · COMMON,Partial,"A controlled document version becomes effective or distribution population changes, and users can create distribution and acknowledgement records from the workspace.",R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,27
recordarr,RecordArr,RE-WF-006,Evidence mapping and requirement coverage,CURRENT · UNDERSERVED,Partial,"User/product/Compliance Core requests evidence mapping, and RecordArr can create mappings and show resulting coverage from the record detail workspace.",R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,28
recordarr,RecordArr,RE-WF-007,Evidence/audit package assembly and lock,CURRENT · COMMON,Partial,"Product, auditor, customer, regulator, or internal owner requests a package, and the package workspace can assemble, lock, inspect, and export it.",R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,29
recordarr,RecordArr,RE-WF-008,External share/data room,CURRENT · UNDERSERVED,Partial,"Authorized owner creates a share or collaboration room, logs access, and expires or revokes access.",R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,30
recordarr,RecordArr,RE-WF-009,Redaction review and release,CURRENT · COMMON,Partial,A package/share/export/request can create a redacted copy while preserving the source record.,R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,31
recordarr,RecordArr,RE-WF-010,Electronic signature request and completion,CURRENT · COMMON,Partial,Owning product or document owner requests one/more signatures.,R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,32
