product_key,product,workflow_id,workflow,class,state,trigger,rollout_stage,rollout_stage_title,rollout_lane,release_note,source_file,source_line
recordarr,RecordArr,RE-WF-011,Retention classification and event trigger,CURRENT · COMMON,Partial,Record is created/classified or a triggering business event occurs.,R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,33
recordarr,RecordArr,RE-WF-012,Disposition review and defensible deletion,CURRENT · COMMON,Partial,Scheduled worker identifies records past retention eligibility.,R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,34
recordarr,RecordArr,RE-WF-013,"Legal hold create, preserve, notify, and release",CURRENT · COMMON,Partial,"Authorized legal/compliance user opens a matter/hold and can create, activate, and release a hold from the workspace.",R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/recordarr/WORKFLOWS.md,35
recordarr,RecordArr,RE-WF-014,Controlled document periodic review,COMMON,Target,Scheduled review date approaches or a change/event triggers early review.,R3,MaintainArr flagship operational slice,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/recordarr/WORKFLOWS.md,36
recordarr,RecordArr,RE-WF-015,Disaster recovery and integrity verification,FOUNDATION · DEMOCRATIZE,Target,"Scheduled fixity/restore test, storage alert, security incident, or disaster occurs.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/recordarr/WORKFLOWS.md,37
reportarr,ReportArr,RP-WF-001,Register source connector and establish ingestion,CURRENT · COMMON,Scaffold,BI/integration administrator creates a source connector.,R10,ReportArr operational reporting,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/reportarr/WORKFLOWS.md,23
reportarr,ReportArr,RP-WF-002,"Ingest events, replay, quarantine, and reconcile",COMMON · FOUNDATION,Target,Source event arrives or backfill/replay job runs.,R10,ReportArr operational reporting,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/reportarr/WORKFLOWS.md,24
reportarr,ReportArr,RP-WF-003,Define and certify dataset/read model,CURRENT · COMMON,Scaffold,Analyst/model owner creates or revises a dataset/read model.,R10,ReportArr operational reporting,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/reportarr/WORKFLOWS.md,25
reportarr,ReportArr,RP-WF-004,Define governed metric or KPI,CURRENT · COMMON,Scaffold,Business owner or analyst proposes a metric/KPI.,R10,ReportArr operational reporting,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/reportarr/WORKFLOWS.md,26
reportarr,ReportArr,RP-WF-005,Build and publish dashboard,CURRENT · COMMON,Scaffold,Authorized creator starts a dashboard from certified datasets or approved exploratory models.,R10,ReportArr operational reporting,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/reportarr/WORKFLOWS.md,27
reportarr,ReportArr,RP-WF-006,Build paginated/operational report,CURRENT · COMMON,Scaffold,Report author creates a report definition.,R10,ReportArr operational reporting,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/reportarr/WORKFLOWS.md,28
reportarr,ReportArr,RP-WF-007,"Run, export, and securely deliver report",CURRENT · COMMON,Scaffold,User runs report or a schedule/event triggers it.,R10,ReportArr operational reporting,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/reportarr/WORKFLOWS.md,29
reportarr,ReportArr,RP-WF-008,Schedule and subscription management,CURRENT · COMMON,Scaffold,Authorized user creates/edits a schedule or subscription.,R10,ReportArr operational reporting,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/reportarr/WORKFLOWS.md,30
reportarr,ReportArr,RP-WF-009,"Alert detection, acknowledgement, and response",CURRENT · UNDERSERVED,Scaffold,"Metric threshold, anomaly, SLA, data quality, or event rule evaluates true.",R10,ReportArr operational reporting,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/reportarr/WORKFLOWS.md,31
reportarr,ReportArr,RP-WF-010,Drill through to source and take action,UNDERSERVED,Target,"Viewer selects a data point, row, exception, or KPI contributor.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/reportarr/WORKFLOWS.md,32
reportarr,ReportArr,RP-WF-011,"Refresh, rebuild, schema-change impact, and rollback",CURRENT · FOUNDATION,Scaffold,"Scheduled refresh runs, source schema changes, model version publishes, or data defect is detected.",R10,ReportArr operational reporting,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/reportarr/WORKFLOWS.md,33
reportarr,ReportArr,RP-WF-012,Cross-product audit/management package,CURRENT · DEMOCRATIZE,Scaffold,Authorized owner defines or runs a package for a period/scope.,R10,ReportArr operational reporting,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/reportarr/WORKFLOWS.md,34
reportarr,ReportArr,RP-WF-013,Natural-language question to governed answer,UNDERSERVED · DEMOCRATIZE,Target,Authorized user asks a question in ReportArr or another product.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/reportarr/WORKFLOWS.md,35
reportarr,ReportArr,RP-WF-014,Data-quality incident and correction,COMMON · UNDERSERVED,Target,"Quality test, user report, reconciliation, or source owner identifies incorrect/stale/missing BI data.",R10,ReportArr operational reporting,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/reportarr/WORKFLOWS.md,36
reportarr,ReportArr,RP-WF-015,BI access review and external embedding,COMMON · DEMOCRATIZE,Target,Dashboard/report/dataset is shared/embedded or scheduled access review begins.,R10,ReportArr operational reporting,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/reportarr/WORKFLOWS.md,37
routarr,RoutArr,RO-WF-001,"Create transportation demand from an order, PO, shipment, or manual request",CURRENT · COMMON,Durable,"OrdArr, SupplyArr, LoadArr, CustomArr, or an authorized user submits transportation demand.",R8,Dispatch and transportation execution,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/routarr/WORKFLOWS.md,25
routarr,RoutArr,RO-WF-002,Consolidate demand and build a load/plan,COMMON · DEMOCRATIZE,Partial,Planner selects ready demands or runs a planning scenario.,R8,Dispatch and transportation execution,Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/routarr/WORKFLOWS.md,26
routarr,RoutArr,RO-WF-003,Rate shop and routing-guide decision,CURRENT · COMMON,Partial,A demand/load is ready for carrier or mode selection.,R8,Dispatch and transportation execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/routarr/WORKFLOWS.md,27
routarr,RoutArr,RO-WF-004,Carrier tender and acceptance,CURRENT · COMMON,Durable,A carrier-served load has an approved rate/routing-guide decision.,R8,Dispatch and transportation execution,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/routarr/WORKFLOWS.md,28
routarr,RoutArr,RO-WF-005,Owned-fleet driver and equipment assignment with dispatch release,CURRENT · COMMON,Durable,A dispatch plan is ready for owned-fleet execution.,R8,Dispatch and transportation execution,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/routarr/WORKFLOWS.md,29
routarr,RoutArr,RO-WF-006,"Pickup, stop execution, and in-transit visibility",CURRENT · COMMON,Durable,A released trip begins or the driver approaches a stop.,R8,Dispatch and transportation execution,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/routarr/WORKFLOWS.md,30
routarr,RoutArr,RO-WF-007,Transportation exception and dynamic replanning,CURRENT · UNDERSERVED,Durable,"A driver, integration, dispatcher, customer, facility, or risk rule reports an exception.",R8,Dispatch and transportation execution,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/routarr/WORKFLOWS.md,31
routarr,RoutArr,RO-WF-008,"Dock appointment, gate, yard, and detention",CURRENT · COMMON,Partial,A load requires an appointment or arrives at a managed facility.,R8,Dispatch and transportation execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/routarr/WORKFLOWS.md,32
routarr,RoutArr,RO-WF-009,Proof review and trip completion,CURRENT · COMMON,Durable,A driver/carrier marks the final stop or trip complete.,R8,Dispatch and transportation execution,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/routarr/WORKFLOWS.md,33
routarr,RoutArr,RO-WF-010,"Transportation claim for loss, damage, or delay",CURRENT · COMMON,Partial,"Damage, loss, shortage, temperature excursion, or service failure is identified.",R8,Dispatch and transportation execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/routarr/WORKFLOWS.md,34
routarr,RoutArr,RO-WF-011,Vendor order completion to transportation dispatch,CURRENT · UNDERSERVED,Partial,OrdArr/SupplyArr creates a vendor completion request tied to transportation need.,R8,Dispatch and transportation execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/routarr/WORKFLOWS.md,35
routarr,RoutArr,RO-WF-012,Driver DVIR defect and equipment substitution,CURRENT · COMMON,Partial,Driver completes pre/post-trip DVIR or reports an equipment defect.,R8,Dispatch and transportation execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/routarr/WORKFLOWS.md,36
routarr,RoutArr,RO-WF-013,"Freight audit, accessorial review, and finance contribution",CURRENT · DEMOCRATIZE,Partial,"Trip completion, carrier invoice intake, or accessorial event occurs.",R8,Dispatch and transportation execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/routarr/WORKFLOWS.md,37
routarr,RoutArr,RO-WF-014,Multimodal leg handoff and continuity,CURRENT · DEMOCRATIZE,Partial,A demand is planned as rail/ocean/air/parcel/intermodal or changes mode.,R8,Dispatch and transportation execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/routarr/WORKFLOWS.md,38
routarr,RoutArr,RO-WF-015,Transportation audit/document packet,CURRENT · COMMON,Partial,"A trip completes, claim opens, audit occurs, or external party requests documents.",R8,Dispatch and transportation execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/routarr/WORKFLOWS.md,39
staffarr,StaffArr,ST-WF-001,Create person and establish employment relationship,CURRENT · COMMON,Durable,"An authorized HR user creates a person, imports a record, or converts an accepted candidate.",R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,23
staffarr,StaffArr,ST-WF-002,Recruiting requisition to accepted offer,CURRENT · COMMON,Durable,A manager or HR partner requests a new or replacement position.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,24
staffarr,StaffArr,ST-WF-003,Onboarding and first-day readiness,COMMON · UNDERSERVED,Partial,"A person is hired, rehired, transferred, or assigned a new role/location.",R4,Training and qualification gate,Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/staffarr/WORKFLOWS.md,25
staffarr,StaffArr,ST-WF-004,"Internal transfer, promotion, or assignment change",CURRENT · COMMON,Durable,An approved personnel change request reaches its effective date.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,26
staffarr,StaffArr,ST-WF-005,Offboarding and separation,CURRENT · COMMON,Durable,"A resignation, termination, contract end, retirement, death, or no-show is recorded.",R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,27
staffarr,StaffArr,ST-WF-006,Clock event to approved timesheet,CURRENT · COMMON,Durable,"A worker clocks in/out, enters time, or an operational product submits labor evidence.",R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,28
staffarr,StaffArr,ST-WF-007,Leave request and return to work,CURRENT · COMMON,Durable,A worker or manager submits planned/unplanned leave.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,29
staffarr,StaffArr,ST-WF-008,Personnel incident to restriction and retraining,CURRENT · UNDERSERVED,Durable,"An incident is reported manually or by MaintainArr, RoutArr, LoadArr, AssurArr, or Field Companion.",R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,30
staffarr,StaffArr,ST-WF-009,"Role creation, permission assignment, and review",CURRENT · COMMON,Durable,A tenant administrator creates/edits a role or assigns it to a person.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,31
staffarr,StaffArr,ST-WF-010,Performance review cycle,CURRENT · COMMON,Durable,HR publishes a review cycle or a manager starts an allowed check-in.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,32
staffarr,StaffArr,ST-WF-011,Compensation change and approval,CURRENT · COMMON,Durable,"A manager/HR user initiates merit, promotion, adjustment, market, or correction change.",R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,33
staffarr,StaffArr,ST-WF-012,Benefits enrollment and qualifying life event,CURRENT · COMMON,Durable,An enrollment window opens or a qualifying life event is approved.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,34
staffarr,StaffArr,ST-WF-013,Worker profile update request,CURRENT · UNDERSERVED,Durable,A worker submits a change to an editable or review-required field.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,35
staffarr,StaffArr,ST-WF-014,Qualification-aware staffing and readiness check,CURRENT · UNDERSERVED,Partial,"A manager staffs a shift, task, inspection, route, warehouse operation, or maintenance assignment.",R1,Foundation spine,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/staffarr/WORKFLOWS.md,36
staffarr,StaffArr,ST-WF-015,Scheduled workforce/payroll export and reconciliation,CURRENT · COMMON,Durable,A configured export schedule runs or an authorized user triggers a run.,R1,Foundation spine,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/staffarr/WORKFLOWS.md,37
supplyarr,SupplyArr,SU-WF-001,"Supplier registration, due diligence, approval, and activation",CURRENT · COMMON,Durable,A buyer invites a supplier or an external party submits a registration.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,24
supplyarr,SupplyArr,SU-WF-002,Cross-product demand to purchase request,CURRENT · UNDERSERVED,Durable,"MaintainArr, RoutArr, TrainArr, StaffArr, OrdArr, or a user submits a procurement demand.",R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,25
supplyarr,SupplyArr,SU-WF-003,Purchase request approval,CURRENT · COMMON,Durable,A purchase request reaches approval-ready status.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,26
supplyarr,SupplyArr,SU-WF-004,"RFQ creation, supplier invitation, clarification, and quote intake",CURRENT · COMMON,Durable,An approved request requires competitive sourcing or buyer creates an RFQ.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,27
supplyarr,SupplyArr,SU-WF-005,"Quote normalization, comparison, negotiation, and award",CURRENT · COMMON,Durable,RFQ closes with one or more valid quotes.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,28
supplyarr,SupplyArr,SU-WF-006,"Purchase order create, approve, issue, and revise",CURRENT · COMMON,Durable,An approved request/award/contract release is converted to a PO.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,29
supplyarr,SupplyArr,SU-WF-007,"Vendor readiness, shipment intent, and inbound transport handoff",CURRENT · UNDERSERVED,Durable,An issued PO requires vendor readiness confirmation or supplier submits shipment details.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,30
supplyarr,SupplyArr,SU-WF-008,"Receipt outcome, three-way context, and procurement exception",CURRENT · COMMON,Partial,LoadArr posts partial/final receipt or discrepancy.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/supplyarr/WORKFLOWS.md,31
supplyarr,SupplyArr,SU-WF-009,Backorder and supplier delay management,CURRENT · UNDERSERVED,Durable,"Supplier reports delay/partial, due date passes, or receipt is short.",R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,32
supplyarr,SupplyArr,SU-WF-010,"Supplier restriction, suspension, exception, and reinstatement",CURRENT · COMMON,Durable,"Risk, quality, compliance, finance, incident, or administrative review creates a restriction.",R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,33
supplyarr,SupplyArr,SU-WF-011,Supplier performance review and improvement plan,CURRENT · COMMON,Partial,A scheduled review period ends or performance crosses a threshold.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/supplyarr/WORKFLOWS.md,34
supplyarr,SupplyArr,SU-WF-012,Supplier corrective action request handoff,COMMON · UNDERSERVED,Partial,A significant or recurring supplier issue requires formal response.,R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/supplyarr/WORKFLOWS.md,35
supplyarr,SupplyArr,SU-WF-013,"Contract create/reference, obligation, renewal, and expiry",CURRENT · COMMON,Partial,"A sourcing award, negotiated agreement, or imported contract is approved.",R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/supplyarr/WORKFLOWS.md,36
supplyarr,SupplyArr,SU-WF-014,"Vendor return, replacement, credit, and warranty claim",CURRENT · COMMON,Durable,A receiving/usage/maintenance/quality issue is approved for supplier return or warranty.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,37
supplyarr,SupplyArr,SU-WF-015,"Scheduled price, lead-time, and availability snapshot",CURRENT · COMMON,Durable,A scheduled capture run or manual refresh occurs.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,38
supplyarr,SupplyArr,SU-WF-016,Procurement audit package and supplier history,CURRENT · COMMON,Durable,"An audit, dispute, review, or management request selects a scope.",R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/supplyarr/WORKFLOWS.md,39
trainarr,TrainArr,TR-WF-001,"Create, review, version, and publish a training definition",CURRENT · COMMON,Durable,An authorized author creates or revises a definition.,R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,23
trainarr,TrainArr,TR-WF-002,Build and publish a training program or learning path,CURRENT · COMMON,Durable,A program owner creates or revises a program.,R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,24
trainarr,TrainArr,TR-WF-003,"Automatic assignment from role, location, or requirement",CURRENT · COMMON,Durable,"A StaffArr person/assignment changes, a rulepack impact is published, or a scheduled applicability run occurs.",R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,25
trainarr,TrainArr,TR-WF-004,Learner completes an online or guided assignment,CURRENT · COMMON,Durable,A learner opens an assigned course or guided activity.,R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,26
trainarr,TrainArr,TR-WF-005,Assessment and remediation,CURRENT · COMMON,Durable,A learner starts an assessment or an evaluator records a scored check.,R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,27
trainarr,TrainArr,TR-WF-006,Practical evaluation and authorized signoff,CURRENT · UNDERSERVED,Durable,An assignment reaches a practical step or an evaluator opens a qualification check.,R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,28
trainarr,TrainArr,TR-WF-007,Instructor-led session scheduling and attendance,COMMON,Target,An instructor or administrator schedules a session from a published offering.,R4,Training and qualification gate,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/trainarr/WORKFLOWS.md,29
trainarr,TrainArr,TR-WF-008,"Certificate or qualification issue, renewal, suspension, and revocation",CURRENT · COMMON,Durable,"Completion/evaluation satisfies issuance rules, a renewal window opens, or an incident/expiration changes validity.",R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,30
trainarr,TrainArr,TR-WF-009,Incident-triggered retraining and qualification review,CURRENT · UNDERSERVED,Durable,StaffArr forwards a training-related personnel incident.,R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,31
trainarr,TrainArr,TR-WF-010,Rulepack change impact and training update,CURRENT · DEMOCRATIZE,Durable,Compliance Core publishes a rulepack/version/change-impact event.,R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,32
trainarr,TrainArr,TR-WF-011,External credential review and equivalency,COMMON · UNDERSERVED,Target,"A learner/administrator submits an external certificate, transcript, license, or experience claim.",R4,Training and qualification gate,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/trainarr/WORKFLOWS.md,33
trainarr,TrainArr,TR-WF-012,"Offline mobile learning, checklist, and sync",UNDERSERVED,Target,A learner/evaluator downloads an offline-capable assignment in Field Companion.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/trainarr/WORKFLOWS.md,34
trainarr,TrainArr,TR-WF-013,"Training reminder, escalation, and manager intervention",CURRENT · COMMON,Durable,A scheduled due/overdue/expiration worker runs or an assignment status changes.,R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,35
trainarr,TrainArr,TR-WF-014,"Evidence retention, orphan reference, and audit package",CURRENT · COMMON,Durable,A retention/orphan-reference worker runs or an auditor requests a package.,R4,Training and qualification gate,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/trainarr/WORKFLOWS.md,36
trainarr,TrainArr,TR-WF-015,Skills gap and development plan,UNDERSERVED · DEMOCRATIZE,Target,"A manager, employee, staffing workflow, or scenario identifies a capability gap.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/trainarr/WORKFLOWS.md,37
